騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率
岩田康,中京ダート1900m,0,5,1,29,0.0,0.35
岩田康,中京芝1200m,2,2,2,26,0.2,0.34
岩田康,中京芝1400m,3,1,1,24,0.81,0.39
岩田康,中京芝1600m,4,3,4,36,1.7,0.76
岩田康,中京芝2000m,8,3,6,43,1.0,0.69
岩田康,中京芝2200m,1,1,3,15,0.43,1.01
岩田康,中山ダート1200m,4,2,3,40,0.57,0.73
岩田康,中山ダート1800m,5,2,7,44,0.67,0.74
岩田康,中山ダート2400m,0,1,0,3,0.0,1.25
岩田康,中山ダート2500m,0,0,1,0,0.0,1.6
岩田康,中山芝1200m,4,1,0,15,3.59,1.0
岩田康,中山芝1600m,2,2,1,28,0.49,0.62
岩田康,中山芝1800m,2,3,3,19,1.23,0.91
岩田康,中山芝2000m,2,1,1,15,0.98,0.81
岩田康,中山芝2200m,2,0,1,12,1.15,0.45
岩田康,中山芝2500m,1,0,0,6,0.47,0.24
岩田康,中山芝3600m,0,0,0,1,0.0,0.0
岩田康,京都ダート1200m,2,3,3,42,0.53,0.41
岩田康,京都ダート1400m,5,4,4,43,0.56,1.11
岩田康,京都ダート1800m,9,7,7,69,1.33,0.89
岩田康,京都ダート1900m,2,2,3,17,0.62,0.77
岩田康,京都芝1200m,0,3,2,13,0.0,0.8
岩田康,京都芝1400m,1,2,2,18,6.25,1.57
岩田康,京都芝1600m,5,2,2,40,1.19,0.67
岩田康,京都芝1800m,0,1,3,25,0.0,0.28
岩田康,京都芝2000m,0,2,2,12,0.0,0.52
岩田康,京都芝2200m,1,1,1,12,0.23,0.28
岩田康,京都芝2400m,1,2,1,11,0.18,0.66
岩田康,京都芝3000m,0,0,0,4,0.0,0.0
岩田康,京都芝3200m,0,0,0,1,0.0,0.0
岩田康,函館ダート1000m,3,1,3,14,0.63,0.49
岩田康,函館ダート1700m,5,3,7,41,0.79,0.69
岩田康,函館ダート2400m,0,1,0,4,0.0,1.08
岩田康,函館芝1000m,0,0,0,1,0.0,0.0
岩田康,函館芝1200m,4,5,3,65,0.43,0.7
岩田康,函館芝1800m,2,0,1,27,1.18,0.4
岩田康,函館芝2000m,2,3,3,17,0.16,0.53
岩田康,函館芝2600m,0,0,3,6,0.0,0.7
岩田康,小倉ダート1000m,1,1,0,4,0.27,0.37
岩田康,小倉ダート1700m,4,1,2,24,0.58,0.41
岩田康,小倉芝1200m,2,2,1,24,0.32,0.87
岩田康,小倉芝1800m,0,0,2,18,0.0,0.6
岩田康,小倉芝2000m,2,0,2,10,0.84,0.56
岩田康,小倉芝2600m,0,1,2,3,0.0,1.15
岩田康,新潟ダート1200m,1,1,1,22,0.25,0.93
岩田康,新潟ダート1800m,2,4,3,28,0.19,0.55
岩田康,新潟芝1000m,0,0,1,6,0.0,0.9
岩田康,新潟芝1200m,1,1,1,5,0.24,0.86
岩田康,新潟芝1400m,0,1,3,14,0.0,1.13
岩田康,新潟芝1600m,1,4,0,19,0.1,0.67
岩田康,新潟芝1800m,1,3,0,18,0.28,0.34
岩田康,新潟芝2000m,1,0,0,11,1.18,0.37
岩田康,新潟芝2200m,0,0,2,3,0.0,0.92
岩田康,新潟芝2400m,0,0,0,2,0.0,0.0
岩田康,札幌ダート1000m,2,1,3,11,1.13,0.84
岩田康,札幌ダート1700m,0,2,1,28,0.0,0.23
岩田康,札幌ダート2400m,0,0,0,4,0.0,0.0
岩田康,札幌芝1200m,1,1,0,19,0.44,0.2
岩田康,札幌芝1500m,1,0,1,7,0.73,0.8
岩田康,札幌芝1800m,0,0,3,8,0.0,0.73
岩田康,札幌芝2000m,2,1,2,19,0.67,0.63
岩田康,札幌芝2600m,3,1,0,8,5.7,1.12
岩田康,東京ダート1300m,1,2,0,15,0.47,0.38
岩田康,東京ダート1400m,8,5,1,58,1.09,0.65
岩田康,東京ダート1600m,2,6,4,60,0.89,0.55
岩田康,東京ダート2100m,1,5,2,18,0.18,1.12
岩田康,東京芝1400m,2,1,2,31,0.49,0.37
岩田康,東京芝1600m,3,1,2,35,1.04,0.53
岩田康,東京芝1800m,2,6,2,29,1.08,0.82
岩田康,東京芝2000m,2,1,1,19,0.4,0.41
岩田康,東京芝2300m,0,1,0,1,0.0,1.35
岩田康,東京芝2400m,0,0,1,6,0.0,0.19
岩田康,東京芝2500m,0,0,0,4,0.0,0.0
岩田康,福島ダート1150m,0,0,0,2,0.0,0.0
岩田康,福島ダート1700m,0,1,0,7,0.0,0.84
岩田康,福島ダート2400m,1,0,0,1,1.85,0.85
岩田康,福島芝1200m,1,0,0,6,0.76,0.23
岩田康,福島芝1800m,0,0,1,0,0.0,4.1
岩田康,福島芝2000m,2,0,1,4,1.76,1.33
岩田康,福島芝2600m,0,1,0,1,0.0,0.85
岩田康,阪神ダート1200m,6,5,10,80,0.72,0.81
岩田康,阪神ダート1400m,10,3,9,100,0.75,0.89
岩田康,阪神ダート1800m,20,11,12,132,1.15,0.65
岩田康,阪神ダート2000m,1,3,1,26,1.11,0.67
岩田康,阪神芝1200m,4,5,2,23,1.14,0.72
岩田康,阪神芝1400m,5,3,7,41,0.59,0.77
岩田康,阪神芝1600m,5,3,5,66,0.72,0.49
岩田康,阪神芝1800m,2,3,5,34,0.53,0.6
岩田康,阪神芝2000m,6,11,8,41,0.83,1.82
岩田康,阪神芝2200m,0,1,0,6,0.0,0.19
岩田康,阪神芝2400m,0,1,2,14,0.0,0.36
岩田康,阪神芝2600m,0,0,0,2,0.0,0.0
岩田康,阪神芝3000m,0,1,0,2,0.0,0.53
加藤祥,阪神芝1800m,0,0,0,1,0.0,0.0
山下裕,小倉芝1200m,0,0,0,1,0.0,0.0
高杉吏,中京ダート1200m,2,2,1,27,0.19,0.29
高杉吏,中京ダート1400m,5,4,3,32,0.58,0.85
高杉吏,中京ダート1800m,5,3,2,39,0.74,1.34
高杉吏,中京ダート1900m,4,0,0,6,11.11,3.36
高杉吏,中京芝1200m,1,1,1,12,1.55,0.73
高杉吏,中京芝1400m,3,0,0,18,0.67,0.27
高杉吏,中京芝1600m,1,0,2,21,0.17,0.38
高杉吏,中京芝2000m,1,2,3,17,0.29,0.75
高杉吏,中京芝2200m,0,0,1,4,0.0,0.54
高杉吏,京都ダート1200m,1,1,2,26,0.37,0.32
高杉吏,京都ダート1400m,1,7,1,26,0.29,1.95
高杉吏,京都ダート1800m,3,3,6,37,1.76,1.47
高杉吏,京都ダート1900m,0,0,1,8,0.0,3.38
高杉吏,京都芝1200m,0,0,1,9,0.0,0.6
高杉吏,京都芝1400m,0,0,1,13,0.0,2.36
高杉吏,京都芝1600m,2,3,2,18,0.26,0.66
高杉吏,京都芝1800m,2,1,0,16,0.74,0.48
高杉吏,京都芝2000m,0,0,0,10,0.0,0.0
高杉吏,京都芝2200m,1,2,0,7,0.36,0.47
高杉吏,京都芝2400m,0,1,0,4,0.0,0.28
高杉吏,函館ダート1000m,2,0,0,7,1.04,0.46
高杉吏,函館ダート1700m,2,0,1,12,4.28,1.01
高杉吏,函館芝1000m,1,0,0,1,1.65,0.65
高杉吏,函館芝1200m,1,0,0,10,0.37,0.17
高杉吏,函館芝1800m,1,0,0,5,0.83,0.28
高杉吏,函館芝2000m,0,0,0,4,0.0,0.0
高杉吏,函館芝2600m,0,0,0,1,0.0,0.0
高杉吏,小倉ダート1000m,3,0,1,9,0.76,0.43
高杉吏,小倉ダート1700m,2,1,4,16,0.63,0.73
高杉吏,小倉芝1200m,3,5,1,25,2.53,0.91
高杉吏,小倉芝1800m,1,1,1,11,0.24,0.33
高杉吏,小倉芝2000m,2,0,2,7,2.04,0.75
高杉吏,小倉芝2600m,0,0,0,2,0.0,0.0
高杉吏,新潟ダート1200m,0,0,0,1,0.0,0.0
高杉吏,新潟ダート1800m,0,0,1,3,0.0,0.53
高杉吏,新潟芝1000m,0,0,0,2,0.0,0.0
高杉吏,新潟芝1400m,0,0,0,2,0.0,0.0
高杉吏,新潟芝1600m,0,0,0,2,0.0,0.0
高杉吏,新潟芝1800m,0,0,1,0,0.0,3.3
高杉吏,新潟芝2200m,0,0,0,1,0.0,0.0
高杉吏,札幌ダート1000m,2,3,0,11,0.24,0.49
高杉吏,札幌ダート1700m,1,3,2,23,0.35,0.5
高杉吏,札幌ダート2400m,0,0,1,1,0.0,0.7
高杉吏,札幌芝1200m,2,0,1,13,0.55,0.84
高杉吏,札幌芝1500m,0,0,0,10,0.0,0.0
高杉吏,札幌芝1800m,0,0,0,8,0.0,0.0
高杉吏,札幌芝2000m,1,0,0,11,9.46,1.97
高杉吏,札幌芝2600m,0,0,0,2,0.0,0.0
高杉吏,東京ダート1300m,1,0,0,1,3.7,1.25
高杉吏,東京ダート1400m,0,0,1,5,0.0,0.48
高杉吏,東京ダート1600m,0,0,0,5,0.0,0.0
高杉吏,東京芝1600m,0,0,0,1,0.0,0.0
高杉吏,東京芝2400m,0,0,0,1,0.0,0.0
高杉吏,福島ダート1150m,2,0,3,15,3.06,1.26
高杉吏,福島ダート1700m,2,0,0,18,1.84,0.52
高杉吏,福島ダート2400m,0,0,1,1,0.0,5.45
高杉吏,福島芝1200m,5,3,0,19,0.8,0.54
高杉吏,福島芝1800m,0,0,0,7,0.0,0.0
高杉吏,福島芝2000m,1,1,2,7,0.91,1.17
高杉吏,福島芝2600m,0,0,1,4,0.0,0.58
高杉吏,阪神ダート1200m,3,2,1,21,1.19,0.65
高杉吏,阪神ダート1400m,2,6,3,32,0.13,0.93
高杉吏,阪神ダート1800m,1,3,2,33,0.29,0.61
高杉吏,阪神ダート2000m,0,0,0,4,0.0,0.0
高杉吏,阪神芝1200m,0,1,1,5,0.0,0.57
高杉吏,阪神芝1400m,1,0,1,13,0.15,0.41
高杉吏,阪神芝1600m,0,1,1,15,0.0,0.28
高杉吏,阪神芝1800m,1,0,0,9,3.26,0.71
高杉吏,阪神芝2000m,0,1,1,7,0.0,0.88
高杉吏,阪神芝2200m,0,0,1,5,0.0,0.62
高杉吏,阪神芝2400m,1,1,1,7,0.24,0.64
大江原,中京芝3000m,0,2,1,14,0.0,0.29
大江原,中京芝3300m,0,0,0,3,0.0,0.0
大江原,中京芝3330m,0,0,0,1,0.0,0.0
大江原,中京芝3900m,0,0,0,1,0.0,0.0
大江原,中山芝2880m,4,4,2,35,1.34,0.59
大江原,中山芝3200m,0,0,0,5,0.0,0.0
大江原,中山芝3210m,0,0,0,3,0.0,0.0
大江原,中山芝3350m,2,0,0,4,2.12,0.63
大江原,中山芝3570m,0,0,1,3,0.0,0.47
大江原,中山芝4100m,0,0,0,4,0.0,0.0
大江原,中山芝4250m,0,0,0,3,0.0,0.0
大江原,京都芝2910m,0,0,0,7,0.0,0.0
大江原,小倉芝2860m,2,4,5,40,0.44,1.19
大江原,小倉芝3390m,0,0,0,10,0.0,0.0
大江原,新潟芝2850m,1,2,0,18,0.16,0.57
大江原,新潟芝2890m,0,1,3,15,0.0,1.17
大江原,新潟芝3250m,0,0,0,5,0.0,0.0
大江原,新潟芝3290m,0,0,0,3,0.0,0.0
大江原,東京芝1600m,0,0,0,1,0.0,0.0
大江原,東京芝3000m,1,1,0,16,0.11,0.33
大江原,東京芝3100m,0,0,0,1,0.0,0.0
大江原,東京芝3110m,0,0,0,5,0.0,0.0
大江原,福島芝2750m,1,1,2,32,0.24,0.31
大江原,福島芝2770m,1,1,0,17,0.14,0.14
大江原,福島芝3350m,0,0,1,1,0.0,1.3
大江原,福島芝3380m,0,0,2,4,0.0,1.72
大江原,阪神芝2970m,0,0,0,9,0.0,0.0
大江原,阪神芝3110m,0,1,0,6,0.0,0.8
大江原,阪神芝3140m,0,0,0,4,0.0,0.0
細川智,阪神ダート1800m,0,0,0,1,0.0,0.0
細川智,阪神芝1600m,0,0,0,1,0.0,0.0
横山武,中京ダート1200m,0,2,0,8,0.0,0.68
横山武,中京ダート1400m,1,1,2,15,0.21,0.53
横山武,中京ダート1800m,0,3,4,16,0.0,0.96
横山武,中京ダート1900m,1,3,1,6,0.39,1.23
横山武,中京芝1200m,3,1,0,9,2.37,0.75
横山武,中京芝1400m,0,0,1,7,0.0,0.3
横山武,中京芝1600m,1,1,2,12,0.54,0.85
横山武,中京芝2000m,1,0,2,8,0.5,0.62
横山武,中京芝2200m,2,0,1,6,2.42,0.8
横山武,中山ダート1200m,50,26,32,264,0.69,0.65
横山武,中山ダート1800m,63,42,28,341,0.57,0.48
横山武,中山ダート2400m,3,2,3,22,0.29,0.73
横山武,中山ダート2500m,1,0,0,2,0.8,0.47
横山武,中山芝1200m,17,14,13,84,0.47,0.65
横山武,中山芝1600m,26,15,13,174,0.46,0.55
横山武,中山芝1800m,16,14,18,80,0.58,0.74
横山武,中山芝2000m,27,19,17,143,0.61,0.56
横山武,中山芝2200m,9,7,4,56,0.61,0.52
横山武,中山芝2500m,3,1,4,24,0.4,0.42
横山武,中山芝3600m,0,1,1,4,0.0,0.85
横山武,京都ダート1200m,0,1,0,5,0.0,0.33
横山武,京都ダート1400m,0,0,1,3,0.0,0.33
横山武,京都ダート1800m,0,0,0,3,0.0,0.0
横山武,京都芝1200m,0,0,0,2,0.0,0.0
横山武,京都芝1400m,0,0,0,4,0.0,0.0
横山武,京都芝1600m,0,1,0,2,0.0,0.73
横山武,京都芝1800m,0,0,1,4,0.0,0.6
横山武,京都芝2000m,1,0,0,5,0.48,0.27
横山武,京都芝2200m,0,1,0,1,0.0,2.0
横山武,京都芝3000m,0,0,1,0,0.0,1.2
横山武,京都芝3200m,0,0,0,2,0.0,0.0
横山武,函館ダート1000m,8,4,4,31,0.74,0.59
横山武,函館ダート1700m,16,13,5,96,0.5,0.49
横山武,函館ダート2400m,1,0,0,4,0.92,0.34
横山武,函館芝1000m,1,0,0,3,0.42,0.28
横山武,函館芝1200m,24,16,23,106,0.75,0.74
横山武,函館芝1800m,10,11,5,60,0.44,0.54
横山武,函館芝2000m,9,8,11,38,0.72,0.87
横山武,函館芝2600m,2,1,0,13,1.27,0.54
横山武,小倉ダート1000m,2,0,0,5,5.26,1.27
横山武,小倉ダート1700m,0,1,4,14,0.0,0.47
横山武,小倉ダート2400m,0,0,0,2,0.0,0.0
横山武,小倉芝1200m,3,2,1,14,5.12,2.05
横山武,小倉芝1800m,1,2,1,10,0.44,0.39
横山武,小倉芝2000m,1,1,1,11,1.26,0.7
横山武,小倉芝2600m,0,1,1,1,0.0,1.13
横山武,新潟ダート1200m,1,1,0,6,0.35,0.32
横山武,新潟ダート1800m,3,0,0,9,3.48,1.05
横山武,新潟芝1600m,1,1,0,3,0.34,0.76
横山武,新潟芝1800m,2,0,0,3,0.92,0.44
横山武,新潟芝2000m,0,0,1,2,0.0,0.57
横山武,新潟芝2400m,0,0,1,0,0.0,1.5
横山武,札幌ダート1000m,5,7,9,39,0.27,0.65
横山武,札幌ダート1700m,30,21,16,161,0.63,0.53
横山武,札幌ダート2400m,1,0,1,5,0.74,0.43
横山武,札幌芝1000m,0,0,0,1,0.0,0.0
横山武,札幌芝1200m,15,14,11,85,0.86,0.67
横山武,札幌芝1500m,15,9,8,67,0.51,0.53
横山武,札幌芝1800m,24,11,5,76,0.79,0.62
横山武,札幌芝2000m,14,17,7,85,0.66,0.57
横山武,札幌芝2600m,2,1,5,22,0.28,0.45
横山武,東京ダート1300m,5,7,6,59,0.27,0.46
横山武,東京ダート1400m,23,21,21,180,0.82,0.6
横山武,東京ダート1600m,29,17,19,197,0.87,0.55
横山武,東京ダート2100m,9,8,9,75,0.35,0.45
横山武,東京芝1400m,18,14,17,106,0.88,0.65
横山武,東京芝1600m,20,19,17,167,1.09,0.57
横山武,東京芝1800m,17,12,18,109,0.46,0.57
横山武,東京芝2000m,16,9,9,91,0.94,0.57
横山武,東京芝2300m,1,1,1,5,0.61,0.56
横山武,東京芝2400m,6,4,6,48,0.28,0.53
横山武,東京芝2500m,0,1,0,3,0.0,0.45
横山武,東京芝3400m,0,0,0,4,0.0,0.0
横山武,福島ダート1150m,1,1,1,8,0.45,0.9
横山武,福島ダート1700m,2,2,1,13,0.37,0.39
横山武,福島芝1200m,1,1,0,10,0.23,0.27
横山武,福島芝1800m,1,1,1,7,2.88,0.82
横山武,福島芝2000m,1,2,1,8,0.12,0.58
横山武,福島芝2600m,1,0,0,3,1.62,0.42
横山武,阪神ダート1200m,1,0,1,9,0.65,0.64
横山武,阪神ダート1400m,3,1,2,16,0.75,0.65
横山武,阪神ダート1800m,0,2,2,18,0.0,0.46
横山武,阪神ダート2000m,0,0,0,3,0.0,0.0
横山武,阪神芝1200m,1,1,0,5,0.51,0.41
横山武,阪神芝1400m,0,2,1,7,0.0,0.55
横山武,阪神芝1600m,1,3,6,26,0.06,0.71
横山武,阪神芝1800m,0,1,0,13,0.0,0.16
横山武,阪神芝2000m,2,3,1,16,0.42,0.52
横山武,阪神芝2200m,0,0,1,13,0.0,0.18
横山武,阪神芝2400m,0,1,0,4,0.0,0.56
横山武,阪神芝3000m,1,0,0,2,2.67,0.97
本橋孝,東京芝1600m,0,0,0,1,0.0,0.0
幸英明,中京ダート1200m,10,8,12,110,0.62,0.59
幸英明,中京ダート1400m,10,11,13,145,0.6,0.5
幸英明,中京ダート1800m,15,12,20,186,0.39,0.53
幸英明,中京ダート1900m,10,6,7,68,0.86,0.56
幸英明,中京芝1200m,11,5,4,62,1.17,0.61
幸英明,中京芝1400m,3,4,6,67,0.5,0.66
幸英明,中京芝1600m,6,4,4,91,0.6,0.47
幸英明,中京芝2000m,6,16,13,128,0.37,0.82
幸英明,中京芝2200m,1,4,3,50,0.25,0.59
幸英明,中京芝3000m,0,0,1,2,0.0,2.7
幸英明,中山ダート1200m,0,0,1,10,0.0,0.15
幸英明,中山ダート1800m,1,0,1,4,4.08,1.48
幸英明,中山ダート2400m,0,0,0,1,0.0,0.0
幸英明,中山ダート2500m,0,0,0,1,0.0,0.0
幸英明,中山芝1200m,0,0,1,2,0.0,0.43
幸英明,中山芝1600m,0,0,0,6,0.0,0.0
幸英明,中山芝1800m,0,1,0,4,0.0,0.78
幸英明,中山芝2000m,0,0,0,8,0.0,0.0
幸英明,中山芝2200m,0,0,1,1,0.0,0.95
幸英明,中山芝2500m,0,0,0,6,0.0,0.0
幸英明,京都ダート1200m,7,11,10,98,0.46,0.81
幸英明,京都ダート1400m,4,5,10,111,0.27,0.47
幸英明,京都ダート1800m,18,22,21,172,0.55,0.95
幸英明,京都ダート1900m,5,6,0,47,0.41,0.38
幸英明,京都芝1200m,3,1,4,40,0.95,0.45
幸英明,京都芝1400m,5,1,8,51,0.95,1.01
幸英明,京都芝1600m,2,9,5,97,0.26,1.19
幸英明,京都芝1800m,3,7,6,56,0.69,1.32
幸英明,京都芝2000m,4,8,3,55,2.96,1.14
幸英明,京都芝2200m,0,0,1,21,0.0,0.2
幸英明,京都芝2400m,1,2,2,25,0.07,0.42
幸英明,京都芝3000m,0,0,2,1,0.0,2.3
幸英明,京都芝3200m,0,0,1,4,0.0,0.98
幸英明,函館ダート1000m,0,0,0,1,0.0,0.0
幸英明,函館ダート1700m,0,0,0,1,0.0,0.0
幸英明,函館芝1200m,0,0,0,1,0.0,0.0
幸英明,函館芝1800m,0,0,0,2,0.0,0.0
幸英明,小倉ダート1000m,4,10,7,65,0.54,0.98
幸英明,小倉ダート1700m,17,10,19,159,0.53,0.62
幸英明,小倉ダート2400m,1,0,1,2,0.42,1.5
幸英明,小倉芝1200m,18,14,16,198,1.07,0.64
幸英明,小倉芝1800m,4,10,6,101,1.35,0.56
幸英明,小倉芝2000m,8,8,8,95,0.45,0.5
幸英明,小倉芝2600m,3,1,1,23,0.52,0.35
幸英明,新潟ダート1200m,2,2,2,25,1.39,0.89
幸英明,新潟ダート1800m,3,4,4,29,0.38,0.69
幸英明,新潟芝1000m,0,0,0,4,0.0,0.0
幸英明,新潟芝1200m,1,1,0,6,0.66,0.42
幸英明,新潟芝1400m,0,1,1,11,0.0,0.25
幸英明,新潟芝1600m,3,2,1,24,0.86,0.55
幸英明,新潟芝1800m,0,1,1,16,0.0,1.06
幸英明,新潟芝2000m,0,1,0,9,0.0,0.19
幸英明,新潟芝2200m,0,1,0,5,0.0,0.5
幸英明,新潟芝2400m,0,0,0,1,0.0,0.0
幸英明,東京ダート1300m,0,1,1,3,0.0,0.74
幸英明,東京ダート1400m,0,1,0,10,0.0,0.34
幸英明,東京ダート1600m,0,1,2,18,0.0,0.29
幸英明,東京ダート2100m,0,0,0,9,0.0,0.0
幸英明,東京芝1400m,0,0,0,12,0.0,0.0
幸英明,東京芝1600m,0,0,1,13,0.0,0.21
幸英明,東京芝1800m,1,0,0,9,1.32,0.35
幸英明,東京芝2000m,1,0,0,5,1.68,0.48
幸英明,東京芝2300m,0,0,0,1,0.0,0.0
幸英明,東京芝2400m,0,0,0,2,0.0,0.0
幸英明,福島ダート1150m,0,1,0,1,0.0,1.55
幸英明,福島ダート1700m,0,1,0,5,0.0,1.37
幸英明,福島芝1200m,2,0,0,4,1.2,0.6
幸英明,福島芝1800m,0,0,0,4,0.0,0.0
幸英明,福島芝2000m,1,0,0,3,1.3,0.55
幸英明,阪神ダート1200m,18,19,12,192,0.44,0.45
幸英明,阪神ダート1400m,14,16,14,222,0.34,0.45
幸英明,阪神ダート1800m,41,24,36,327,1.08,0.62
幸英明,阪神ダート2000m,2,7,5,59,0.3,0.58
幸英明,阪神芝1200m,4,5,5,52,0.37,0.75
幸英明,阪神芝1400m,8,5,10,98,0.58,0.76
幸英明,阪神芝1600m,11,13,14,153,0.77,0.76
幸英明,阪神芝1800m,5,6,7,94,0.41,0.6
幸英明,阪神芝2000m,5,6,4,116,0.21,0.5
幸英明,阪神芝2200m,4,4,1,32,2.55,1.07
幸英明,阪神芝2400m,3,1,2,34,2.37,0.93
幸英明,阪神芝2600m,0,1,0,8,0.0,0.22
幸英明,阪神芝3000m,0,0,1,4,0.0,0.66
幸英明,阪神芝3200m,0,0,0,2,0.0,0.0
仲原大,阪神ダート1800m,0,0,0,1,0.0,0.0
仲原大,阪神芝1600m,0,0,0,1,0.0,0.0
石神,中京芝3000m,2,0,1,8,0.78,0.42
石神,中京芝3300m,2,0,0,4,1.5,0.53
石神,中京芝3330m,0,0,1,1,0.0,0.8
石神,中京芝3900m,1,0,0,2,0.77,0.47
石神,中山ダート1800m,0,0,0,1,0.0,0.0
石神,中山芝2880m,2,1,2,28,0.1,0.22
石神,中山芝3200m,1,3,0,6,1.2,1.15
石神,中山芝3210m,0,0,1,2,0.0,0.47
石神,中山芝3350m,0,0,0,3,0.0,0.0
石神,中山芝3570m,0,1,0,3,0.0,0.38
石神,中山芝4100m,2,0,0,4,0.88,0.52
石神,中山芝4250m,2,0,0,4,0.53,0.37
石神,京都ダート1800m,0,0,0,1,0.0,0.0
石神,京都芝2910m,0,2,2,8,0.0,0.75
石神,京都芝3170m,0,1,0,4,0.0,0.98
石神,小倉芝2860m,6,6,0,47,0.79,0.38
石神,小倉芝3390m,2,0,0,14,0.45,0.19
石神,新潟芝2850m,2,1,2,19,0.39,0.32
石神,新潟芝2890m,3,1,3,24,0.81,0.57
石神,新潟芝3250m,2,1,0,8,3.89,1.11
石神,新潟芝3290m,0,0,0,1,0.0,0.0
石神,東京芝3000m,3,1,0,13,0.32,0.33
石神,東京芝3100m,0,0,0,1,0.0,0.0
石神,東京芝3110m,1,1,1,8,1.77,0.99
石神,福島芝2600m,0,0,0,1,0.0,0.0
石神,福島芝2750m,4,4,4,24,0.77,0.64
石神,福島芝2770m,5,4,2,19,0.62,0.69
石神,福島芝3350m,1,1,0,3,0.7,0.62
石神,福島芝3380m,1,1,0,7,0.72,0.39
石神,阪神芝2970m,2,0,0,7,0.61,0.32
石神,阪神芝3110m,2,1,2,7,0.4,0.77
石神,阪神芝3140m,0,0,0,7,0.0,0.0
石神,阪神芝3900m,1,0,0,1,0.85,0.55
石神深,中京芝3000m,0,2,0,10,0.0,0.95
石神深,中京芝3300m,0,1,0,5,0.0,0.35
石神深,中京芝3330m,0,0,0,1,0.0,0.0
石神深,中山芝1200m,0,0,0,1,0.0,0.0
石神深,中山芝2880m,3,2,0,14,0.44,0.37
石神深,中山芝3200m,0,0,0,2,0.0,0.0
石神深,中山芝3210m,0,0,0,1,0.0,0.0
石神深,中山芝3350m,0,0,0,2,0.0,0.0
石神深,中山芝3570m,0,0,0,1,0.0,0.0
石神深,中山芝4100m,0,0,0,1,0.0,0.0
石神深,中山芝4250m,0,0,0,1,0.0,0.0
石神深,中山芝4260m,0,0,0,1,0.0,0.0
石神深,京都ダート1200m,0,0,0,1,0.0,0.0
石神深,京都ダート1800m,0,0,0,1,0.0,0.0
石神深,京都芝2910m,0,0,0,3,0.0,0.0
石神深,京都芝3170m,0,0,0,4,0.0,0.0
石神深,京都芝3930m,0,0,0,2,0.0,0.0
石神深,小倉芝2860m,3,0,0,14,1.85,0.52
石神深,小倉芝3390m,0,0,0,1,0.0,0.0
石神深,新潟ダート1800m,0,0,0,1,0.0,0.0
石神深,新潟芝1600m,1,0,0,1,21.4,2.6
石神深,新潟芝2850m,1,0,0,8,3.6,0.54
石神深,新潟芝2890m,2,2,0,19,1.19,0.33
石神深,新潟芝3250m,0,1,1,1,0.0,0.9
石神深,新潟芝3290m,1,0,0,2,0.87,0.37
石神深,東京芝3000m,0,0,2,3,0.0,0.88
石神深,東京芝3110m,0,0,0,3,0.0,0.0
石神深,福島芝1200m,1,0,2,5,1.76,0.95
石神深,福島芝2600m,0,0,0,1,0.0,0.0
石神深,福島芝2750m,2,2,1,11,0.18,0.47
石神深,福島芝2770m,0,0,1,7,0.0,0.2
石神深,福島芝3380m,0,0,0,3,0.0,0.0
石神深,阪神芝2970m,1,0,1,4,0.53,0.48
石神深,阪神芝3110m,0,0,1,0,0.0,3.5
石神深,阪神芝3140m,0,0,0,2,0.0,0.0
石神深,阪神芝3900m,1,0,0,1,0.6,0.5
伊藤,中京ダート1200m,1,0,1,8,0.59,0.8
伊藤,中京ダート1400m,2,0,0,13,2.1,0.5
伊藤,中京ダート1800m,0,0,0,9,0.0,0.0
伊藤,中京ダート1900m,0,0,1,3,0.0,0.68
伊藤,中京芝1200m,0,0,0,3,0.0,0.0
伊藤,中京芝1400m,0,0,0,3,0.0,0.0
伊藤,中京芝1600m,0,0,0,2,0.0,0.0
伊藤,中京芝2000m,0,0,0,1,0.0,0.0
伊藤,中京芝2200m,2,0,1,6,4.76,1.83
伊藤,中京芝3000m,1,0,0,2,3.03,0.67
伊藤,中京芝3330m,0,0,0,1,0.0,0.0
伊藤,中山ダート1200m,3,4,1,52,0.16,0.94
伊藤,中山ダート1800m,2,2,3,50,0.27,0.37
伊藤,中山芝1200m,0,0,1,5,0.0,4.28
伊藤,中山芝1600m,0,0,0,9,0.0,0.0
伊藤,中山芝1800m,0,0,0,4,0.0,0.0
伊藤,中山芝2000m,0,0,0,7,0.0,0.0
伊藤,中山芝2200m,0,1,0,8,0.0,0.63
伊藤,中山芝2500m,0,0,0,2,0.0,0.0
伊藤,中山芝2880m,0,0,0,6,0.0,0.0
伊藤,中山芝3200m,0,0,0,2,0.0,0.0
伊藤,京都芝3000m,0,0,0,1,0.0,0.0
伊藤,函館ダート1700m,1,0,0,1,6.65,2.65
伊藤,小倉芝2860m,0,0,0,1,0.0,0.0
伊藤,小倉芝3390m,0,0,0,1,0.0,0.0
伊藤,新潟ダート1200m,1,2,0,7,1.37,0.79
伊藤,新潟ダート1800m,0,0,0,11,0.0,0.0
伊藤,新潟芝1000m,0,0,0,2,0.0,0.0
伊藤,新潟芝1200m,0,0,0,3,0.0,0.0
伊藤,新潟芝1400m,0,0,0,4,0.0,0.0
伊藤,新潟芝1600m,0,0,0,4,0.0,0.0
伊藤,新潟芝1800m,0,1,1,7,0.0,0.47
