騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率
藤岡佑,京都芝3000m,0,0,0,4,0.0,0.0
藤岡佑,函館ダート1000m,2,4,3,13,0.37,0.6
藤岡佑,函館ダート1700m,13,8,4,60,1.05,0.69
藤岡佑,函館ダート2400m,2,0,0,2,1.97,0.78
藤岡佑,函館芝1000m,0,0,2,0,0.0,1.45
藤岡佑,函館芝1200m,12,10,6,84,0.69,0.58
藤岡佑,函館芝1800m,1,3,3,45,0.28,0.27
藤岡佑,函館芝2000m,6,1,3,34,1.89,0.76
藤岡佑,函館芝2600m,3,1,2,14,0.77,0.74
藤岡佑,小倉ダート1000m,0,1,1,5,0.0,0.7
藤岡佑,小倉ダート1700m,9,5,8,57,0.64,0.91
藤岡佑,小倉ダート2400m,0,0,0,3,0.0,0.0
藤岡佑,小倉芝1200m,15,3,10,77,0.98,0.71
藤岡佑,小倉芝1800m,10,2,4,46,2.05,0.7
藤岡佑,小倉芝2000m,10,7,4,46,0.77,0.59
藤岡佑,小倉芝2600m,4,2,1,18,0.72,0.5
藤岡佑,新潟ダート1200m,0,0,1,0,0.0,1.5
藤岡佑,新潟ダート1800m,0,0,1,3,0.0,0.38
藤岡佑,新潟芝1000m,0,0,0,1,0.0,0.0
藤岡佑,新潟芝1400m,0,0,1,0,0.0,3.6
藤岡佑,新潟芝1600m,0,1,0,1,0.0,1.75
藤岡佑,新潟芝1800m,0,0,0,3,0.0,0.0
藤岡佑,新潟芝2000m,0,0,0,2,0.0,0.0
藤岡佑,札幌ダート1000m,0,2,0,13,0.0,0.19
藤岡佑,札幌ダート1700m,11,7,5,80,0.56,0.48
藤岡佑,札幌ダート2400m,1,0,0,3,1.62,0.6
藤岡佑,札幌芝1000m,0,0,0,1,0.0,0.0
藤岡佑,札幌芝1200m,7,12,11,57,0.36,1.09
藤岡佑,札幌芝1500m,4,10,4,47,0.32,0.49
藤岡佑,札幌芝1800m,6,7,6,38,0.44,1.14
藤岡佑,札幌芝2000m,5,8,5,60,0.22,0.66
藤岡佑,札幌芝2600m,2,1,3,20,0.66,0.4
藤岡佑,東京ダート1300m,1,0,0,2,7.13,2.53
藤岡佑,東京ダート1400m,1,1,1,16,0.17,0.34
藤岡佑,東京ダート1600m,2,0,3,22,1.82,0.87
藤岡佑,東京ダート2100m,0,0,0,4,0.0,0.0
藤岡佑,東京芝1400m,0,0,0,10,0.0,0.0
藤岡佑,東京芝1600m,3,0,1,16,0.49,0.35
藤岡佑,東京芝1800m,1,2,1,10,0.49,1.03
藤岡佑,東京芝2000m,2,2,0,13,0.43,0.52
藤岡佑,東京芝2400m,0,1,0,4,0.0,0.24
藤岡佑,東京芝3400m,0,0,0,1,0.0,0.0
藤岡佑,福島ダート1150m,0,0,0,1,0.0,0.0
藤岡佑,福島ダート1700m,0,0,0,3,0.0,0.0
藤岡佑,福島芝1200m,1,1,0,5,0.7,0.81
藤岡佑,福島芝1800m,0,0,0,1,0.0,0.0
藤岡佑,福島芝2000m,0,0,2,2,0.0,1.43
藤岡佑,福島芝2600m,0,1,0,1,0.0,1.05
藤岡佑,阪神ダート1200m,7,5,2,64,0.56,0.41
藤岡佑,阪神ダート1400m,8,10,8,75,1.22,0.92
藤岡佑,阪神ダート1800m,12,12,16,94,1.31,1.23
藤岡佑,阪神ダート2000m,2,0,2,17,0.99,0.29
藤岡佑,阪神芝1200m,3,1,1,21,0.32,0.37
藤岡佑,阪神芝1400m,4,3,8,48,0.93,0.65
藤岡佑,阪神芝1600m,7,7,3,85,0.4,0.41
藤岡佑,阪神芝1800m,6,4,5,44,1.08,0.77
藤岡佑,阪神芝2000m,4,9,2,49,0.55,0.64
藤岡佑,阪神芝2200m,0,4,1,13,0.0,0.44
藤岡佑,阪神芝2400m,2,2,3,17,0.35,0.58
藤岡佑,阪神芝2600m,0,0,0,4,0.0,0.0
藤岡佑,阪神芝3000m,0,0,0,1,0.0,0.0
落合玄,函館芝1200m,0,0,0,1,0.0,0.0
落合玄,札幌ダート1000m,0,0,0,2,0.0,0.0
落合玄,札幌ダート1700m,0,0,0,7,0.0,0.0
落合玄,札幌ダート2400m,0,0,0,1,0.0,0.0
落合玄,札幌芝1200m,0,0,0,7,0.0,0.0
落合玄,札幌芝1500m,0,1,0,6,0.0,1.41
落合玄,札幌芝1800m,0,0,0,3,0.0,0.0
落合玄,札幌芝2000m,0,0,0,2,0.0,0.0
落合玄,札幌芝2600m,0,0,0,1,0.0,0.0
落合玄,東京ダート1400m,0,0,0,2,0.0,0.0
落合玄,東京芝1800m,0,0,0,1,0.0,0.0
田村太,中京ダート1200m,0,0,0,1,0.0,0.0
田村太,中京芝3000m,1,1,0,4,0.28,0.37
田村太,中京芝3300m,1,0,0,3,0.88,0.5
田村太,中京芝3330m,0,1,0,2,0.0,0.47
田村太,中山芝2880m,0,0,0,5,0.0,0.0
田村太,中山芝3200m,0,0,0,1,0.0,0.0
田村太,中山芝4100m,0,0,0,1,0.0,0.0
田村太,京都ダート1200m,0,0,0,1,0.0,0.0
田村太,京都芝2910m,0,2,0,8,0.0,0.33
田村太,京都芝3170m,0,0,0,2,0.0,0.0
田村太,小倉芝2000m,0,0,0,1,0.0,0.0
田村太,小倉芝2860m,0,1,0,18,0.0,0.25
田村太,小倉芝3390m,0,0,0,4,0.0,0.0
田村太,新潟芝2850m,0,0,0,2,0.0,0.0
田村太,新潟芝2890m,0,1,1,6,0.0,0.82
田村太,東京芝3000m,0,1,0,2,0.0,0.4
田村太,福島芝2750m,1,0,0,6,3.07,0.69
田村太,福島芝2770m,1,0,0,4,0.38,0.24
田村太,福島芝3380m,0,0,0,2,0.0,0.0
田村太,阪神ダート1200m,0,0,0,3,0.0,0.0
田村太,阪神芝2970m,0,0,0,6,0.0,0.0
田村太,阪神芝3110m,0,0,0,1,0.0,0.0
鷹見陸,中京ダート1400m,0,0,0,1,0.0,0.0
鷹見陸,中京芝2000m,0,0,0,1,0.0,0.0
加茂飛,中京ダート1400m,0,0,0,1,0.0,0.0
加茂飛,中京芝2000m,0,0,0,1,0.0,0.0
森一馬,中京ダート1400m,0,0,1,1,0.0,1.1
森一馬,中京ダート1800m,0,0,0,1,0.0,0.0
森一馬,中京ダート1900m,1,0,0,2,1.07,0.47
森一馬,中京芝1200m,0,0,0,1,0.0,0.0
森一馬,中京芝2000m,0,0,0,1,0.0,0.0
森一馬,中京芝3000m,1,0,2,13,0.74,0.77
森一馬,中京芝3300m,0,0,1,7,0.0,0.35
森一馬,中京芝3330m,1,1,1,3,1.03,1.03
森一馬,中京芝3900m,0,0,0,1,0.0,0.0
森一馬,中山ダート1200m,0,0,0,2,0.0,0.0
森一馬,中山ダート1800m,1,0,0,2,4.0,1.17
森一馬,中山芝2880m,3,3,2,18,0.7,0.58
森一馬,中山芝3200m,3,3,0,7,1.1,0.68
森一馬,中山芝3210m,0,2,0,4,0.0,0.57
森一馬,中山芝3350m,1,0,1,4,0.28,0.43
森一馬,中山芝3570m,0,0,0,3,0.0,0.0
森一馬,中山芝4100m,1,1,0,3,0.34,0.56
森一馬,中山芝4250m,1,2,1,4,0.23,1.75
森一馬,中山芝4260m,0,0,0,1,0.0,0.0
森一馬,京都ダート1800m,0,1,2,5,0.0,2.81
森一馬,京都ダート1900m,0,0,1,1,0.0,0.7
森一馬,京都芝1400m,0,0,0,2,0.0,0.0
森一馬,京都芝1600m,0,0,0,1,0.0,0.0
森一馬,京都芝2000m,0,0,0,1,0.0,0.0
森一馬,京都芝2910m,3,2,1,8,0.71,0.65
森一馬,京都芝3170m,0,2,0,8,0.0,0.38
森一馬,京都芝3930m,1,0,0,3,0.5,0.3
森一馬,小倉ダート1000m,0,1,0,1,0.0,1.9
森一馬,小倉ダート1700m,0,0,0,4,0.0,0.0
森一馬,小倉芝1200m,0,0,0,2,0.0,0.0
森一馬,小倉芝1800m,0,1,1,1,0.0,1.4
森一馬,小倉芝2860m,8,16,8,66,0.36,0.55
森一馬,小倉芝3390m,2,7,3,17,0.34,0.83
森一馬,新潟ダート1200m,0,0,0,1,0.0,0.0
森一馬,新潟ダート1800m,0,0,0,3,0.0,0.0
森一馬,新潟芝1000m,0,0,0,1,0.0,0.0
森一馬,新潟芝2850m,2,0,0,13,0.39,0.15
森一馬,新潟芝2890m,8,2,5,33,0.9,0.58
森一馬,新潟芝3250m,1,1,1,6,0.27,0.49
森一馬,新潟芝3290m,0,1,0,6,0.0,0.2
森一馬,東京ダート1400m,0,0,0,2,0.0,0.0
森一馬,東京ダート1600m,0,0,0,1,0.0,0.0
森一馬,東京ダート2100m,0,0,0,3,0.0,0.0
森一馬,東京芝3000m,0,1,0,7,0.0,0.14
森一馬,東京芝3100m,0,0,0,2,0.0,0.0
森一馬,東京芝3110m,3,1,1,12,2.93,0.91
森一馬,福島ダート1700m,0,0,0,1,0.0,0.0
森一馬,福島芝1800m,0,0,0,2,0.0,0.0
森一馬,福島芝2750m,5,2,3,21,0.45,0.47
森一馬,福島芝2770m,3,3,1,13,0.64,0.59
森一馬,福島芝3350m,1,0,0,3,4.15,1.1
森一馬,福島芝3380m,0,0,0,4,0.0,0.0
森一馬,阪神ダート1200m,1,1,0,2,5.42,0.9
森一馬,阪神ダート1400m,0,0,0,1,0.0,0.0
森一馬,阪神ダート1800m,0,0,0,5,0.0,0.0
森一馬,阪神ダート2000m,0,0,1,0,0.0,2.9
森一馬,阪神芝1600m,0,0,0,2,0.0,0.0
森一馬,阪神芝1800m,0,0,0,2,0.0,0.0
森一馬,阪神芝2000m,0,0,0,1,0.0,0.0
森一馬,阪神芝2970m,7,6,2,25,0.51,0.65
森一馬,阪神芝3110m,0,1,1,10,0.0,0.35
森一馬,阪神芝3140m,1,1,0,6,0.26,0.82
森一馬,阪神芝3900m,0,1,0,2,0.0,0.4
橋木,中京ダート1200m,0,3,2,14,0.0,1.0
橋木,中京ダート1400m,0,0,0,9,0.0,0.0
橋木,中京ダート1800m,0,0,1,12,0.0,0.23
橋木,中京ダート1900m,0,0,0,1,0.0,0.0
橋木,中京芝1200m,0,0,1,4,0.0,1.02
橋木,中京芝1400m,0,2,0,6,0.0,1.01
橋木,中京芝1600m,0,0,0,4,0.0,0.0
橋木,中京芝2000m,0,0,0,3,0.0,0.0
橋木,中京芝2200m,0,0,0,1,0.0,0.0
橋木,京都ダート1200m,0,0,0,10,0.0,0.0
橋木,京都ダート1400m,0,0,1,9,0.0,0.25
橋木,京都ダート1800m,0,0,0,11,0.0,0.0
橋木,京都ダート1900m,0,0,0,1,0.0,0.0
橋木,京都芝1200m,0,0,0,1,0.0,0.0
橋木,京都芝1400m,0,0,0,2,0.0,0.0
橋木,京都芝1600m,0,0,0,3,0.0,0.0
橋木,京都芝1800m,0,0,0,2,0.0,0.0
橋木,京都芝2000m,0,0,0,1,0.0,0.0
橋木,函館ダート1000m,0,0,0,3,0.0,0.0
橋木,函館ダート1700m,0,0,0,4,0.0,0.0
橋木,函館芝1200m,0,0,0,3,0.0,0.0
橋木,函館芝1800m,0,0,0,1,0.0,0.0
橋木,函館芝2000m,0,0,0,1,0.0,0.0
橋木,小倉ダート1000m,0,0,1,3,0.0,0.65
橋木,小倉ダート1700m,0,1,0,2,0.0,2.6
橋木,小倉ダート2400m,0,0,0,1,0.0,0.0
橋木,小倉芝1200m,0,0,0,8,0.0,0.0
橋木,小倉芝1800m,0,0,0,4,0.0,0.0
橋木,小倉芝2000m,0,0,0,1,0.0,0.0
橋木,新潟ダート1200m,0,0,0,3,0.0,0.0
橋木,新潟ダート1800m,0,0,0,2,0.0,0.0
橋木,新潟芝1000m,0,0,0,1,0.0,0.0
橋木,新潟芝1400m,0,0,0,1,0.0,0.0
橋木,新潟芝1800m,0,0,0,1,0.0,0.0
橋木,札幌ダート1000m,0,0,0,5,0.0,0.0
橋木,札幌ダート1700m,0,0,0,6,0.0,0.0
橋木,札幌芝1200m,0,0,0,2,0.0,0.0
橋木,札幌芝1500m,1,0,0,4,5.26,0.8
橋木,札幌芝1800m,0,0,0,1,0.0,0.0
橋木,札幌芝2000m,0,0,0,1,0.0,0.0
橋木,札幌芝2600m,0,0,0,1,0.0,0.0
橋木,東京ダート1400m,0,0,0,1,0.0,0.0
橋木,東京ダート1600m,0,0,1,3,0.0,4.28
橋木,福島ダート1150m,0,0,1,3,0.0,0.45
橋木,福島ダート1700m,0,0,0,1,0.0,0.0
橋木,福島芝1200m,0,0,0,6,0.0,0.0
橋木,福島芝1800m,0,0,0,1,0.0,0.0
橋木,阪神ダート1200m,0,1,0,7,0.0,0.15
橋木,阪神ダート1400m,0,0,0,5,0.0,0.0
橋木,阪神ダート1800m,0,0,0,12,0.0,0.0
橋木,阪神ダート2000m,0,0,0,1,0.0,0.0
橋木,阪神芝1200m,0,0,0,1,0.0,0.0
橋木,阪神芝1400m,0,0,0,2,0.0,0.0
橋木,阪神芝1600m,0,0,0,2,0.0,0.0
橋木,阪神芝1800m,0,0,0,3,0.0,0.0
橋木,阪神芝2000m,0,0,0,1,0.0,0.0
橋木,阪神芝2200m,0,0,0,1,0.0,0.0
橋木,阪神芝2400m,0,0,0,1,0.0,0.0
黛弘人,中京ダート1200m,0,0,0,1,0.0,0.0
黛弘人,中京芝2200m,0,0,0,1,0.0,0.0
黛弘人,函館芝1200m,0,0,0,1,0.0,0.0
黛弘人,福島ダート1700m,0,0,0,1,0.0,0.0
柴山雄,中京ダート1200m,0,0,0,19,0.0,0.0
柴山雄,中京ダート1400m,0,0,2,37,0.0,0.19
柴山雄,中京ダート1800m,2,1,2,44,1.16,0.7
柴山雄,中京ダート1900m,1,3,3,24,10.08,1.59
柴山雄,中京芝1200m,0,0,0,9,0.0,0.0
柴山雄,中京芝1400m,1,0,1,20,0.1,0.39
柴山雄,中京芝1600m,0,1,0,14,0.0,0.15
柴山雄,中京芝2000m,2,5,2,29,3.24,1.14
柴山雄,中京芝2200m,0,1,3,8,0.0,0.99
柴山雄,中山ダート1200m,0,0,0,8,0.0,0.0
柴山雄,中山ダート1800m,2,0,1,18,1.37,0.65
柴山雄,中山ダート2400m,0,0,0,2,0.0,0.0
柴山雄,中山芝1200m,0,0,0,2,0.0,0.0
柴山雄,中山芝1600m,0,0,0,1,0.0,0.0
柴山雄,中山芝2000m,0,0,1,1,0.0,1.0
柴山雄,京都ダート1200m,0,0,0,5,0.0,0.0
柴山雄,京都ダート1400m,0,0,1,3,0.0,1.15
柴山雄,京都ダート1800m,0,0,1,8,0.0,0.47
柴山雄,京都ダート1900m,0,1,0,5,0.0,0.47
柴山雄,京都芝1200m,0,0,0,2,0.0,0.0
柴山雄,京都芝1400m,0,1,0,3,0.0,1.35
柴山雄,京都芝1600m,0,0,0,5,0.0,0.0
柴山雄,京都芝1800m,0,0,0,2,0.0,0.0
柴山雄,京都芝2000m,0,0,0,3,0.0,0.0
柴山雄,函館ダート1000m,1,0,0,8,2.46,0.51
柴山雄,函館ダート1700m,0,0,1,18,0.0,0.09
柴山雄,函館ダート2400m,0,0,0,1,0.0,0.0
柴山雄,函館芝1200m,0,1,3,20,0.0,1.0
柴山雄,函館芝1800m,1,0,2,8,0.44,1.7
柴山雄,函館芝2000m,2,0,1,7,5.28,1.45
柴山雄,函館芝2600m,0,0,0,1,0.0,0.0
柴山雄,小倉ダート1000m,0,1,0,5,0.0,3.67
柴山雄,小倉ダート1700m,0,0,0,12,0.0,0.0
柴山雄,小倉芝1200m,0,0,0,10,0.0,0.0
柴山雄,小倉芝1800m,1,0,0,8,3.49,0.44
柴山雄,小倉芝2000m,0,0,0,8,0.0,0.0
柴山雄,小倉芝2600m,0,0,0,1,0.0,0.0
柴山雄,新潟ダート1200m,0,0,0,9,0.0,0.0
柴山雄,新潟ダート1800m,0,1,1,8,0.0,0.74
柴山雄,新潟芝1000m,0,1,0,6,0.0,0.49
柴山雄,新潟芝1200m,0,0,1,6,0.0,0.26
柴山雄,新潟芝1400m,0,0,0,1,0.0,0.0
柴山雄,新潟芝1600m,1,0,0,2,0.9,0.47
柴山雄,新潟芝1800m,0,0,0,4,0.0,0.0
柴山雄,新潟芝2000m,1,0,0,5,12.95,2.63
柴山雄,新潟芝2400m,0,0,0,1,0.0,0.0
柴山雄,札幌ダート1000m,2,0,1,10,0.75,0.57
柴山雄,札幌ダート1700m,2,0,1,35,0.76,0.31
柴山雄,札幌芝1200m,1,0,2,22,0.27,0.53
柴山雄,札幌芝1500m,0,1,0,9,0.0,0.44
柴山雄,札幌芝1800m,0,0,1,11,0.0,0.2
柴山雄,札幌芝2000m,0,0,0,16,0.0,0.0
柴山雄,札幌芝2600m,2,0,0,9,1.99,0.65
柴山雄,東京ダート1300m,0,0,0,1,0.0,0.0
柴山雄,東京ダート1400m,0,0,0,1,0.0,0.0
柴山雄,東京ダート1600m,0,1,0,6,0.0,1.17
柴山雄,東京ダート2100m,0,0,0,4,0.0,0.0
柴山雄,東京芝1400m,0,1,0,2,0.0,0.57
柴山雄,東京芝1600m,0,0,0,1,0.0,0.0
柴山雄,東京芝1800m,0,0,0,1,0.0,0.0
柴山雄,東京芝2400m,0,0,0,1,0.0,0.0
柴山雄,福島ダート1150m,0,0,0,4,0.0,0.0
柴山雄,福島ダート1700m,2,0,0,19,1.96,0.33
柴山雄,福島ダート2400m,1,0,0,2,9.1,1.83
柴山雄,福島芝1200m,0,1,1,14,0.0,0.31
柴山雄,福島芝1800m,0,2,1,10,0.0,1.48
柴山雄,福島芝2000m,0,1,1,9,0.0,1.16
柴山雄,福島芝2600m,0,0,1,5,0.0,0.78
柴山雄,阪神ダート1200m,0,1,0,17,0.0,0.11
柴山雄,阪神ダート1400m,3,2,3,22,0.46,1.17
柴山雄,阪神ダート1800m,0,2,1,26,0.0,0.44
柴山雄,阪神ダート2000m,0,0,0,4,0.0,0.0
柴山雄,阪神芝1200m,0,0,0,5,0.0,0.0
柴山雄,阪神芝1400m,0,0,1,5,0.0,0.5
柴山雄,阪神芝1600m,1,1,0,9,0.18,0.61
柴山雄,阪神芝1800m,0,0,1,4,0.0,2.84
柴山雄,阪神芝2000m,0,0,0,7,0.0,0.0
柴山雄,阪神芝2400m,0,0,0,4,0.0,0.0
平沢健,中京芝3000m,1,1,0,7,0.24,0.31
平沢健,中京芝3300m,1,2,0,5,1.49,1.38
平沢健,中京芝3330m,0,0,1,3,0.0,0.35
平沢健,中山芝2880m,1,0,0,7,0.47,0.2
平沢健,中山芝3200m,0,0,1,1,0.0,0.85
平沢健,中山芝3210m,0,0,0,4,0.0,0.0
平沢健,中山芝3350m,1,1,1,2,1.46,1.22
平沢健,中山芝3570m,1,0,1,2,1.4,1.1
平沢健,中山芝4100m,0,0,1,3,0.0,0.47
平沢健,中山芝4250m,0,0,1,0,0.0,2.7
平沢健,京都芝2910m,0,0,0,5,0.0,0.0
平沢健,京都芝3170m,1,1,0,4,0.5,0.48
平沢健,京都芝3930m,0,0,1,1,0.0,0.85
平沢健,小倉芝2860m,6,3,6,34,0.35,0.55
平沢健,小倉芝3390m,3,1,1,13,1.35,0.52
平沢健,新潟芝2850m,2,0,1,12,0.65,0.31
平沢健,新潟芝2890m,0,2,1,16,0.0,0.53
平沢健,新潟芝3250m,1,0,1,3,1.22,0.8
平沢健,新潟芝3290m,1,0,0,4,0.96,0.32
平沢健,東京芝3000m,3,2,1,7,1.05,0.86
平沢健,東京芝3100m,1,0,0,1,1.85,0.9
平沢健,東京芝3110m,1,2,0,11,0.2,0.5
平沢健,福島芝2750m,2,3,1,15,1.05,1.01
平沢健,福島芝2770m,1,1,1,5,1.43,2.14
平沢健,福島芝3350m,0,0,0,3,0.0,0.0
平沢健,福島芝3380m,1,0,0,2,2.27,0.73
平沢健,阪神芝2970m,4,3,0,16,0.47,0.4
平沢健,阪神芝3110m,0,0,2,5,0.0,0.94
平沢健,阪神芝3140m,3,3,0,7,1.28,1.07
川又賢,中京ダート1200m,2,5,0,28,0.5,0.65
川又賢,中京ダート1400m,0,4,2,26,0.0,0.98
川又賢,中京ダート1800m,2,1,5,30,1.01,0.88
川又賢,中京ダート1900m,2,3,1,18,1.61,0.79
川又賢,中京芝1200m,0,0,0,12,0.0,0.0
川又賢,中京芝1400m,0,0,0,15,0.0,0.0
川又賢,中京芝1600m,0,0,1,10,0.0,0.11
川又賢,中京芝2000m,0,1,1,13,0.0,0.3
川又賢,中京芝2200m,0,0,3,6,0.0,4.8
川又賢,中京芝3000m,0,0,0,1,0.0,0.0
川又賢,中山ダート1200m,1,1,0,11,0.56,0.43
川又賢,中山ダート1800m,0,1,0,3,0.0,0.9
川又賢,中山ダート2400m,0,0,0,1,0.0,0.0
川又賢,中山芝1200m,1,0,0,3,10.3,1.8
川又賢,中山芝1600m,0,0,0,3,0.0,0.0
川又賢,中山芝1800m,0,0,0,1,0.0,0.0
川又賢,中山芝2000m,0,0,0,1,0.0,0.0
川又賢,中山芝2500m,0,0,0,1,0.0,0.0
川又賢,京都ダート1200m,1,1,3,23,2.29,1.99
川又賢,京都ダート1400m,2,0,1,19,1.73,0.98
川又賢,京都ダート1800m,0,0,1,23,0.0,0.06
川又賢,京都ダート1900m,0,0,2,5,0.0,1.61
川又賢,京都芝1200m,1,1,0,11,2.11,0.75
川又賢,京都芝1400m,0,0,0,5,0.0,0.0
川又賢,京都芝1600m,0,2,0,6,0.0,0.74
川又賢,京都芝1800m,1,0,0,9,1.4,0.18
川又賢,京都芝2000m,0,1,0,4,0.0,0.46
川又賢,京都芝2200m,0,0,0,2,0.0,0.0
川又賢,京都芝2400m,0,0,0,1,0.0,0.0
川又賢,函館ダート1000m,1,0,0,10,0.29,0.12
川又賢,函館ダート1700m,2,1,0,24,0.39,0.19
川又賢,函館ダート2400m,0,0,1,3,0.0,5.28
川又賢,函館芝1200m,1,1,2,19,0.23,0.85
川又賢,函館芝1800m,0,1,0,5,0.0,0.92
川又賢,函館芝2000m,0,0,0,2,0.0,0.0
川又賢,函館芝2600m,0,1,0,4,0.0,0.44
川又賢,小倉ダート1000m,0,0,0,15,0.0,0.0
川又賢,小倉ダート1700m,0,1,1,34,0.0,0.3
川又賢,小倉ダート2400m,0,0,0,1,0.0,0.0
川又賢,小倉芝1200m,1,1,2,53,0.25,0.82
川又賢,小倉芝1800m,1,3,1,23,0.08,0.57
川又賢,小倉芝2000m,0,0,0,8,0.0,0.0
川又賢,小倉芝2600m,1,1,0,10,0.72,0.45
川又賢,新潟ダート1200m,2,1,0,25,0.74,0.45
川又賢,新潟ダート1800m,3,0,1,26,1.03,0.6
川又賢,新潟ダート2500m,0,0,0,1,0.0,0.0
川又賢,新潟芝1000m,0,0,0,1,0.0,0.0
川又賢,新潟芝1200m,0,1,1,13,0.0,0.45
川又賢,新潟芝1400m,0,0,0,7,0.0,0.0
川又賢,新潟芝1600m,0,1,0,4,0.0,0.68
川又賢,新潟芝1800m,0,1,1,6,0.0,1.32
川又賢,新潟芝2000m,0,0,1,5,0.0,0.47
川又賢,新潟芝2200m,0,0,0,1,0.0,0.0
川又賢,新潟芝2400m,0,0,0,1,0.0,0.0
川又賢,札幌ダート1000m,0,2,0,10,0.0,0.45
川又賢,札幌ダート1700m,1,0,2,26,0.15,0.16
川又賢,札幌ダート2400m,0,1,0,1,0.0,1.35
川又賢,札幌芝1200m,2,1,0,14,0.47,0.59
川又賢,札幌芝1500m,0,0,0,9,0.0,0.0
川又賢,札幌芝1800m,1,0,1,6,4.38,1.43
川又賢,札幌芝2000m,0,0,0,8,0.0,0.0
川又賢,札幌芝2600m,0,1,0,7,0.0,0.19
川又賢,東京ダート1600m,0,0,0,1,0.0,0.0
川又賢,東京ダート2100m,0,0,0,2,0.0,0.0
川又賢,東京芝1400m,0,0,0,2,0.0,0.0
川又賢,東京芝1800m,0,0,0,1,0.0,0.0
川又賢,東京芝2000m,0,0,0,1,0.0,0.0
川又賢,東京芝3400m,0,0,1,0,0.0,6.0
川又賢,福島ダート1150m,1,2,2,20,0.14,0.7
川又賢,福島ダート1700m,0,3,2,34,0.0,0.68
川又賢,福島ダート2400m,0,0,0,3,0.0,0.0
川又賢,福島芝1200m,2,2,2,28,1.71,0.88
川又賢,福島芝1800m,2,0,1,9,3.78,0.81
川又賢,福島芝2000m,1,0,0,12,2.85,0.48
川又賢,福島芝2600m,1,2,0,9,1.76,4.83
川又賢,阪神ダート1200m,1,0,2,31,0.39,0.58
川又賢,阪神ダート1400m,0,3,2,19,0.0,1.14
川又賢,阪神ダート1800m,0,0,1,41,0.0,0.08
川又賢,阪神ダート2000m,0,0,0,8,0.0,0.0
川又賢,阪神芝1200m,0,0,1,8,0.0,0.36
川又賢,阪神芝1400m,0,0,0,10,0.0,0.0
川又賢,阪神芝1600m,1,0,1,23,0.12,0.45
川又賢,阪神芝1800m,0,1,0,6,0.0,0.24
川又賢,阪神芝2000m,0,0,1,10,0.0,0.34
川又賢,阪神芝2200m,0,0,0,1,0.0,0.0
川又賢,阪神芝2400m,0,0,0,3,0.0,0.0
川又賢,阪神芝2600m,0,0,0,1,0.0,0.0
大山龍,中京ダート1400m,0,1,0,1,0.0,0.7
大山龍,中京芝2000m,0,0,0,1,0.0,0.0
マーカ,中京ダート1400m,0,1,0,1,0.0,0.7
マーカ,中京ダート1800m,0,0,0,2,0.0,0.0
マーカ,中京芝2000m,0,0,0,1,0.0,0.0
マーカ,中山ダート1200m,6,3,8,29,1.04,1.28
マーカ,中山ダート1800m,7,9,6,57,0.27,0.49
マーカ,中山ダート2400m,1,1,0,4,0.55,0.62
マーカ,中山芝1200m,3,2,1,22,0.39,0.54
マーカ,中山芝1600m,6,4,1,27,0.73,0.49
マーカ,中山芝1800m,2,2,1,14,0.21,0.46
マーカ,中山芝2000m,3,4,3,20,0.51,0.63
マーカ,中山芝2200m,1,2,0,4,0.29,0.64
マーカ,中山芝2500m,1,2,1,10,0.19,0.49
マーカ,中山芝3600m,0,1,0,3,0.0,2.75
マーカ,京都ダート1200m,0,1,0,2,0.0,0.7
マーカ,京都ダート1400m,0,0,0,1,0.0,0.0
マーカ,京都ダート1900m,0,0,0,1,0.0,0.0
マーカ,京都芝1400m,0,0,0,1,0.0,0.0
マーカ,京都芝1600m,0,0,0,1,0.0,0.0
マーカ,京都芝1800m,0,0,0,1,0.0,0.0
マーカ,京都芝2000m,0,0,0,1,0.0,0.0
マーカ,京都芝2200m,0,0,0,1,0.0,0.0
マーカ,東京ダート1300m,0,0,0,2,0.0,0.0
マーカ,東京ダート1400m,5,3,0,26,1.0,0.5
マーカ,東京ダート1600m,9,2,4,30,1.32,0.7
マーカ,東京ダート2100m,0,0,1,8,0.0,0.19
マーカ,東京芝1400m,1,0,3,13,0.16,0.89
マーカ,東京芝1600m,4,3,5,23,0.55,0.81
マーカ,東京芝1800m,1,4,3,13,0.47,0.78
マーカ,東京芝2000m,3,1,1,16,1.17,0.74
マーカ,東京芝2400m,0,0,1,6,0.0,0.24
マーカ,東京芝2500m,0,0,0,1,0.0,0.0
マーカ,阪神ダート1200m,0,0,0,2,0.0,0.0
マーカ,阪神ダート1400m,1,0,0,2,2.4,0.83
マーカ,阪神ダート1800m,0,1,0,1,0.0,0.6
マーカ,阪神ダート2000m,0,0,0,1,0.0,0.0
マーカ,阪神芝1400m,0,0,0,1,0.0,0.0
マーカ,阪神芝1600m,0,0,0,3,0.0,0.0
マーカ,阪神芝2000m,0,1,0,1,0.0,0.55
マーカ,阪神芝2200m,0,0,0,1,0.0,0.0
マーカ,阪神芝2400m,1,0,0,1,1.35,0.6
藤岡康,中京ダート1200m,4,3,4,38,0.51,0.79
藤岡康,中京ダート1400m,4,5,12,81,0.14,0.58
藤岡康,中京ダート1800m,14,14,8,102,0.58,0.47
藤岡康,中京ダート1900m,3,6,1,39,0.68,0.73
藤岡康,中京芝1200m,3,4,4,42,0.26,0.52
