騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率,単勝平均,単勝標準偏差,複勝平均,複勝標準偏差
北村宏,東京芝2400m,1,0,1,37,1.17,0.69,45.5,0.0,13.4,10.1
北村宏,東京芝2500m,1,0,0,3,0.9,0.45,3.6,0.0,1.8,0.0
北村宏,東京芝3400m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,福島ダート1150m,1,1,1,10,2.18,0.98,28.4,0.0,4.27,2.02
北村宏,福島ダート1700m,0,0,3,13,0.0,0.55,0.0,0.0,2.93,1.07
北村宏,福島芝1200m,0,2,1,9,0.0,0.47,0.0,0.0,1.87,0.4
北村宏,福島芝1800m,1,1,1,13,0.43,0.48,6.9,0.0,2.57,1.01
北村宏,福島芝2000m,1,0,2,7,2.29,1.47,22.9,0.0,4.9,3.14
北村宏,福島芝2600m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,阪神ダート1200m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,阪神ダート1400m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,阪神ダート1800m,1,0,1,6,1.44,0.61,11.5,0.0,2.45,0.55
北村宏,阪神ダート2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,阪神芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,阪神芝1600m,1,2,0,9,0.49,0.44,5.9,0.0,1.77,0.29
北村宏,阪神芝1800m,1,0,1,4,0.75,5.5,4.5,0.0,16.5,14.6
北村宏,阪神芝2000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
北村宏,阪神芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,中京ダート1200m,1,0,0,19,0.13,0.07,2.6,0.0,1.4,0.0
丸山元,中京ダート1400m,2,0,0,31,0.55,0.17,9.05,7.65,2.85,1.75
丸山元,中京ダート1800m,5,2,5,33,0.82,0.69,7.36,3.51,2.59,2.35
丸山元,中京ダート1900m,1,1,0,13,1.29,0.53,19.3,0.0,3.95,0.15
丸山元,中京芝1200m,1,0,3,11,1.22,0.65,18.3,0.0,2.42,0.86
丸山元,中京芝1400m,0,4,0,24,0.0,0.41,0.0,0.0,2.9,1.59
丸山元,中京芝1600m,2,0,3,24,1.01,0.63,14.7,1.3,3.68,1.8
丸山元,中京芝2000m,0,3,3,23,0.0,1.13,0.0,0.0,5.45,3.23
丸山元,中京芝2200m,1,1,2,17,0.14,0.51,2.9,0.0,2.7,2.14
丸山元,中山ダート1200m,10,16,11,155,0.47,0.64,9.11,11.9,3.32,2.25
丸山元,中山ダート1800m,8,13,16,163,0.18,1.01,4.45,3.09,5.44,9.99
丸山元,中山ダート2400m,0,1,0,13,0.0,0.1,0.0,0.0,1.4,0.0
丸山元,中山芝1200m,2,4,1,43,0.8,0.54,20.1,13.3,3.87,2.42
丸山元,中山芝1600m,2,10,12,97,0.12,0.87,7.4,0.1,4.39,4.85
丸山元,中山芝1800m,3,2,3,39,0.5,0.29,7.8,5.08,1.71,0.52
丸山元,中山芝2000m,2,5,5,55,0.34,0.58,11.3,0.6,3.24,1.26
丸山元,中山芝2200m,1,1,0,18,0.45,0.17,9.1,0.0,1.75,0.65
丸山元,中山芝2500m,0,1,0,15,0.0,0.14,0.0,0.0,2.2,0.0
丸山元,京都ダート1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,京都ダート1400m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,京都ダート1800m,1,0,0,2,7.4,2.0,22.2,0.0,6.0,0.0
丸山元,京都芝1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,京都芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,京都芝1600m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,京都芝1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,函館ダート1000m,1,0,1,15,0.41,0.19,6.9,0.0,1.65,0.45
丸山元,函館ダート1700m,1,2,3,32,0.29,0.83,11.1,0.0,5.25,7.43
丸山元,函館ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,函館芝1200m,0,2,5,37,0.0,0.51,0.0,0.0,3.19,1.87
丸山元,函館芝1800m,0,0,1,15,0.0,0.12,0.0,0.0,2.0,0.0
丸山元,函館芝2000m,1,1,0,12,0.21,0.19,3.0,0.0,1.35,0.25
丸山元,函館芝2600m,1,0,0,8,0.82,0.29,7.4,0.0,2.6,0.0
丸山元,小倉ダート1000m,1,1,1,13,0.36,0.47,5.7,0.0,2.53,0.69
丸山元,小倉ダート1700m,1,4,3,41,0.06,0.58,3.1,0.0,3.54,1.83
丸山元,小倉芝1200m,3,7,4,56,0.27,0.97,6.27,3.57,4.86,5.0
丸山元,小倉芝1800m,2,3,1,33,0.41,0.53,7.95,3.45,3.42,1.5
丸山元,小倉芝2000m,0,1,6,31,0.0,0.8,0.0,0.0,4.34,1.57
丸山元,小倉芝2600m,1,1,0,16,1.96,0.51,35.3,0.0,4.6,3.1
丸山元,新潟ダート1200m,5,8,13,90,0.51,1.22,11.72,9.79,5.45,7.18
丸山元,新潟ダート1800m,13,11,13,110,0.79,1.01,8.9,6.45,4.01,5.18
丸山元,新潟ダート2500m,0,1,0,3,0.0,0.4,0.0,0.0,1.6,0.0
丸山元,新潟芝1000m,2,4,4,49,0.24,0.59,7.2,3.0,3.5,1.63
丸山元,新潟芝1200m,3,3,2,37,0.26,0.39,3.83,1.41,2.19,0.66
丸山元,新潟芝1400m,1,3,2,35,0.33,0.45,13.5,0.0,3.05,1.07
丸山元,新潟芝1600m,5,6,4,57,0.73,0.86,10.5,10.28,4.13,4.41
丸山元,新潟芝1800m,4,2,7,63,0.59,0.43,11.2,6.13,2.53,0.99
丸山元,新潟芝2000m,5,4,3,49,0.82,0.57,9.98,4.62,2.89,1.56
丸山元,新潟芝2200m,0,1,1,18,0.0,0.35,0.0,0.0,3.5,2.1
丸山元,新潟芝2400m,0,2,0,10,0.0,0.42,0.0,0.0,2.5,0.9
丸山元,札幌ダート1000m,0,1,1,7,0.0,1.51,0.0,0.0,6.8,5.6
丸山元,札幌ダート1700m,1,1,3,29,0.2,0.35,6.8,0.0,2.38,1.41
丸山元,札幌芝1200m,1,0,0,17,2.03,0.33,36.5,0.0,6.0,0.0
丸山元,札幌芝1500m,0,2,1,9,0.0,0.88,0.0,0.0,3.5,1.18
丸山元,札幌芝1800m,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,札幌芝2000m,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,札幌芝2600m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,東京ダート1300m,0,4,2,21,0.0,1.51,0.0,0.0,6.8,10.37
丸山元,東京ダート1400m,4,3,8,88,0.21,0.92,5.47,2.09,6.31,11.98
丸山元,東京ダート1600m,7,6,6,106,0.61,0.4,10.87,5.36,2.64,0.87
丸山元,東京ダート2100m,1,0,2,28,0.29,0.26,9.1,0.0,2.67,1.08
丸山元,東京芝1400m,3,2,4,59,0.71,0.37,16.13,16.26,2.8,1.12
丸山元,東京芝1600m,3,7,3,59,0.34,0.43,8.13,4.39,2.38,1.98
丸山元,東京芝1800m,5,5,3,49,2.74,0.97,34.0,35.54,4.63,4.42
丸山元,東京芝2000m,1,1,4,26,2.15,0.68,68.7,0.0,3.6,2.93
丸山元,東京芝2300m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,東京芝2400m,1,1,1,18,0.31,0.51,6.5,0.0,3.6,2.48
丸山元,東京芝2500m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,東京芝3400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,福島ダート1150m,3,3,6,49,0.29,0.58,5.97,3.56,2.93,2.32
丸山元,福島ダート1700m,9,6,6,74,0.48,0.58,5.08,3.71,2.63,2.69
丸山元,福島ダート2400m,1,0,0,2,2.73,1.07,8.2,0.0,3.2,0.0
丸山元,福島芝1200m,6,8,13,91,0.29,0.73,5.78,2.9,3.21,2.36
丸山元,福島芝1800m,4,4,8,50,1.01,0.88,16.73,20.5,3.61,2.82
丸山元,福島芝2000m,6,6,9,62,0.34,0.6,4.77,2.56,2.36,1.22
丸山元,福島芝2600m,2,3,3,29,0.56,0.59,10.3,8.2,2.75,2.41
丸山元,阪神ダート1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,阪神ダート1400m,0,1,1,8,0.0,0.51,0.0,0.0,2.55,0.35
丸山元,阪神ダート1800m,0,0,1,7,0.0,0.14,0.0,0.0,1.1,0.0
丸山元,阪神ダート2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,阪神芝1200m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,阪神芝1400m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,阪神芝1600m,0,1,0,7,0.0,1.25,0.0,0.0,10.0,0.0
丸山元,阪神芝1800m,0,0,1,1,0.0,0.65,0.0,0.0,1.3,0.0
丸山元,阪神芝2000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,阪神芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
丸山元,阪神芝3000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Ｃ．デ,京都芝1600m,0,1,0,1,0.0,2.3,0.0,0.0,4.6,0.0
石川慎,小倉芝1200m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
ホー,中京ダート1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ホー,中京ダート1400m,0,1,0,3,0.0,0.45,0.0,0.0,1.8,0.0
ホー,中京ダート1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
ホー,中京芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ホー,中京芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ホー,中京芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ホー,中京芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ホー,小倉ダート1000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
ホー,小倉ダート1700m,0,0,1,7,0.0,0.33,0.0,0.0,2.6,0.0
ホー,小倉芝1200m,1,1,0,10,1.2,0.59,14.4,0.0,3.55,1.35
ホー,小倉芝1800m,1,1,0,3,0.64,0.76,3.2,0.0,1.9,0.6
ホー,小倉芝2000m,1,1,0,6,0.53,1.1,4.2,0.0,4.4,2.3
ホー,新潟ダート1200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
ホー,新潟ダート1800m,1,0,0,5,3.6,0.73,21.6,0.0,4.4,0.0
ホー,新潟芝1000m,1,0,0,3,0.97,0.45,3.9,0.0,1.8,0.0
ホー,新潟芝1400m,0,1,1,2,0.0,1.9,0.0,0.0,3.8,1.0
ホー,新潟芝1600m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
ホー,新潟芝1800m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
ホー,新潟芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
ホー,新潟芝2200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
ホー,札幌ダート1000m,0,0,2,1,0.0,2.53,0.0,0.0,3.8,2.0
ホー,札幌ダート1700m,1,1,1,4,2.41,0.86,16.9,0.0,2.0,0.62
ホー,札幌芝1200m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
ホー,札幌芝1500m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
ホー,札幌芝1800m,1,0,1,4,1.97,1.03,11.8,0.0,3.1,0.6
ホー,札幌芝2000m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
ホー,札幌芝2600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,中京ダート1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,中京ダート1800m,1,0,0,1,9.35,1.9,18.7,0.0,3.8,0.0
蛯名,中京芝1400m,0,2,0,6,0.0,1.05,0.0,0.0,4.2,2.1
蛯名,中山ダート1200m,1,0,1,8,2.89,2.07,28.9,0.0,10.35,1.65
蛯名,中山ダート1800m,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,中山芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,中山芝1600m,1,0,0,3,1.43,0.6,5.7,0.0,2.4,0.0
蛯名,中山芝1800m,0,0,1,1,0.0,1.6,0.0,0.0,3.2,0.0
蛯名,中山芝2000m,0,0,1,2,0.0,7.2,0.0,0.0,21.6,0.0
蛯名,中山芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,函館ダート1000m,0,0,1,0,0.0,3.3,0.0,0.0,3.3,0.0
蛯名,函館ダート1700m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,函館芝1200m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,函館芝1800m,0,1,0,2,0.0,0.4,0.0,0.0,1.2,0.0
蛯名,函館芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,函館芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,小倉ダート1700m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,小倉芝1200m,1,0,0,1,9.15,2.15,18.3,0.0,4.3,0.0
蛯名,小倉芝1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,小倉芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,新潟ダート1200m,0,2,0,5,0.0,0.51,0.0,0.0,1.8,0.1
蛯名,新潟ダート1800m,0,0,2,5,0.0,0.84,0.0,0.0,2.95,0.65
蛯名,新潟芝1000m,2,0,0,4,1.52,0.67,4.55,0.55,2.0,0.1
蛯名,新潟芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,新潟芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,新潟芝1600m,0,0,1,2,0.0,1.7,0.0,0.0,5.1,0.0
蛯名,新潟芝1800m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,新潟芝2400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,札幌ダート1700m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,札幌芝1500m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,東京ダート1300m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,東京ダート1400m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,東京ダート1600m,0,1,1,4,0.0,1.78,0.0,0.0,5.35,1.55
蛯名,東京芝1400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,東京芝1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,東京芝1800m,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,東京芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,福島ダート1150m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,福島ダート1700m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,福島芝1200m,1,0,1,3,0.86,1.0,4.3,0.0,2.5,0.5
蛯名,福島芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神ダート1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神ダート1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神ダート1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神芝1400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
蛯名,阪神芝1800m,0,1,0,1,0.0,1.1,0.0,0.0,2.2,0.0
蛯名,阪神芝2000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中京ダート1200m,0,3,4,26,0.0,0.97,0.0,0.0,4.57,4.09
今村聖,中京ダート1400m,0,2,2,38,0.0,0.39,0.0,0.0,4.05,3.24
今村聖,中京ダート1800m,7,6,6,52,0.58,0.6,5.84,4.89,2.24,1.31
今村聖,中京ダート1900m,1,1,2,12,2.46,1.04,39.4,0.0,4.15,2.86
今村聖,中京芝1200m,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中京芝1400m,0,2,1,17,0.0,0.38,0.0,0.0,2.53,0.68
今村聖,中京芝1600m,3,2,1,24,0.46,0.53,4.63,2.22,2.65,1.4
今村聖,中京芝2000m,0,0,1,28,0.0,0.09,0.0,0.0,2.5,0.0
今村聖,中京芝2200m,1,0,0,3,1.38,0.45,5.5,0.0,1.8,0.0
今村聖,中京芝3000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中山ダート1200m,1,1,1,3,0.53,2.8,3.2,0.0,5.6,5.23
今村聖,中山ダート1800m,0,1,0,3,0.0,0.65,0.0,0.0,2.6,0.0
今村聖,中山ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中山芝1200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中山芝1600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中山芝1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中山芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,中山芝2200m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,京都ダート1200m,2,2,1,22,0.88,0.67,11.85,0.95,3.64,1.48
今村聖,京都ダート1400m,2,4,1,30,0.38,0.34,6.95,5.15,1.8,0.7
今村聖,京都ダート1800m,0,1,1,22,0.0,0.27,0.0,0.0,3.25,0.95
今村聖,京都ダート1900m,0,1,0,9,0.0,0.3,0.0,0.0,3.0,0.0
今村聖,京都芝1200m,1,1,0,4,0.95,1.77,5.7,0.0,5.3,3.4
今村聖,京都芝1400m,1,0,0,12,1.11,0.28,14.4,0.0,3.6,0.0
今村聖,京都芝1600m,0,1,0,15,0.0,0.89,0.0,0.0,14.3,0.0
今村聖,京都芝1800m,1,0,0,7,0.93,0.28,7.4,0.0,2.2,0.0
今村聖,京都芝2000m,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,京都芝2200m,0,0,1,5,0.0,1.03,0.0,0.0,6.2,0.0
今村聖,京都芝2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,函館ダート1000m,0,1,0,6,0.0,0.21,0.0,0.0,1.5,0.0
今村聖,函館ダート1700m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,函館ダート2400m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,函館芝1200m,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,函館芝1800m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,函館芝2000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,函館芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,小倉ダート1000m,3,3,1,39,0.19,0.25,2.97,0.7,1.63,0.49
今村聖,小倉ダート1700m,5,7,4,74,0.14,0.44,2.48,0.28,2.48,2.33
今村聖,小倉ダート2400m,1,0,0,2,1.93,0.73,5.8,0.0,2.2,0.0
今村聖,小倉芝1200m,7,4,9,76,0.48,0.51,6.57,2.37,2.43,1.19
今村聖,小倉芝1800m,3,7,5,46,0.33,0.71,6.7,1.93,2.9,1.6
今村聖,小倉芝2000m,2,3,2,35,0.24,0.27,5.05,1.35,1.63,0.35
今村聖,小倉芝2600m,2,1,0,9,0.85,0.41,5.1,1.4,1.63,0.5
今村聖,新潟ダート1200m,14,6,7,69,0.68,0.83,4.66,3.06,2.96,2.41
今村聖,新潟ダート1800m,9,4,5,58,1.06,0.8,8.92,6.26,3.36,2.3
今村聖,新潟ダート2500m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,新潟芝1000m,3,0,2,21,1.71,0.65,14.8,11.24,3.38,1.71
今村聖,新潟芝1200m,0,1,2,16,0.0,0.28,0.0,0.0,1.8,0.45
今村聖,新潟芝1400m,0,1,1,22,0.0,0.46,0.0,0.0,5.5,2.9
今村聖,新潟芝1600m,3,1,1,19,2.11,0.81,16.87,19.2,3.9,3.67
今村聖,新潟芝1800m,1,2,0,20,0.53,0.21,12.1,0.0,1.6,0.24
今村聖,新潟芝2000m,1,1,1,15,0.37,0.29,6.7,0.0,1.77,0.34
今村聖,新潟芝2200m,1,1,0,5,15.27,3.04,106.9,0.0,10.65,9.45
今村聖,新潟芝2400m,1,0,0,3,3.35,0.8,13.4,0.0,3.2,0.0
今村聖,札幌ダート1000m,0,1,0,3,0.0,0.6,0.0,0.0,2.4,0.0
今村聖,札幌ダート1700m,1,0,2,6,0.96,1.67,8.6,0.0,5.0,2.75
今村聖,札幌芝1200m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,札幌芝1500m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,札幌芝1800m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,札幌芝2000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,札幌芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,東京ダート1300m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,東京ダート1400m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,東京ダート1600m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,東京ダート2100m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,東京芝1400m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,東京芝1600m,0,2,0,2,0.0,3.05,0.0,0.0,6.1,3.6
今村聖,東京芝1800m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,福島ダート1150m,0,1,0,4,0.0,0.28,0.0,0.0,1.4,0.0
今村聖,福島ダート1700m,1,1,1,11,0.23,0.78,3.2,0.0,3.63,1.51
今村聖,福島芝1200m,1,2,2,18,0.12,0.63,2.8,0.0,2.92,1.93
今村聖,福島芝1800m,0,1,0,5,0.0,1.02,0.0,0.0,6.1,0.0
今村聖,福島芝2000m,0,2,0,5,0.0,2.37,0.0,0.0,8.3,6.5
今村聖,福島芝2600m,1,0,0,3,5.97,2.12,23.9,0.0,8.5,0.0
今村聖,阪神ダート1200m,2,1,6,61,0.19,0.41,6.5,4.5,3.21,1.47
今村聖,阪神ダート1400m,3,2,1,59,0.36,0.28,7.77,5.82,3.07,2.74
今村聖,阪神ダート1800m,2,4,1,83,0.06,0.17,2.5,0.6,2.23,1.92
今村聖,阪神ダート2000m,1,0,2,8,0.62,0.48,6.8,0.0,1.77,0.45
今村聖,阪神芝1200m,0,0,1,9,0.0,0.85,0.0,0.0,8.5,0.0
今村聖,阪神芝1400m,1,0,0,25,0.63,0.15,16.3,0.0,3.8,0.0
今村聖,阪神芝1600m,1,0,3,27,0.11,0.32,3.4,0.0,2.45,1.23
今村聖,阪神芝1800m,1,2,0,18,0.27,1.96,5.7,0.0,13.7,15.17
今村聖,阪神芝2000m,0,1,1,22,0.0,0.67,0.0,0.0,8.0,6.2
今村聖,阪神芝2200m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,阪神芝2400m,0,0,1,7,0.0,0.17,0.0,0.0,1.4,0.0
今村聖,阪神芝2600m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
今村聖,阪神芝3000m,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
横山典,中京ダート1200m,5,1,2,20,2.09,1.07,11.68,11.39,3.74,2.33
横山典,中京ダート1400m,2,4,2,27,0.38,0.53,6.7,1.9,2.31,1.19
横山典,中京ダート1800m,4,3,6,33,0.61,0.88,6.98,5.27,3.12,2.73
横山典,中京ダート1900m,2,3,0,17,0.58,0.44,6.4,4.6,1.94,0.84
横山典,中京芝1200m,0,0,2,14,0.0,0.28,0.0,0.0,2.25,0.25
横山典,中京芝1400m,0,1,1,10,0.0,0.42,0.0,0.0,2.5,1.4
横山典,中京芝1600m,4,5,7,35,0.67,0.7,8.53,3.78,2.24,0.87
横山典,中京芝2000m,6,9,6,44,0.48,0.68,5.2,3.97,2.1,0.99
横山典,中京芝2200m,2,4,1,14,0.6,0.53,6.25,0.65,1.59,0.42
横山典,中京芝3000m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
横山典,中山ダート1200m,10,10,0,53,0.57,0.62,4.18,2.55,2.27,1.45
横山典,中山ダート1800m,11,9,11,58,0.76,0.79,6.18,7.73,2.26,1.82
横山典,中山ダート2400m,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
横山典,中山芝1200m,0,4,3,19,0.0,0.82,0.0,0.0,3.04,2.31
横山典,中山芝1600m,2,6,3,39,0.57,0.59,14.25,7.05,2.67,1.78
横山典,中山芝1800m,3,0,2,20,0.84,0.44,7.0,6.43,2.18,1.49
横山典,中山芝2000m,2,3,3,28,0.5,0.42,9.05,2.45,1.88,0.6
横山典,中山芝2200m,2,3,2,19,0.44,0.63,5.7,2.1,2.36,0.69
横山典,中山芝2500m,4,1,1,14,0.7,0.45,3.52,1.8,1.5,0.33
横山典,中山芝3600m,1,0,0,1,6.9,2.15,13.8,0.0,4.3,0.0
横山典,京都ダート1200m,0,0,1,14,0.0,0.63,0.0,0.0,9.4,0.0
横山典,京都ダート1400m,1,1,1,23,0.1,0.28,2.7,0.0,2.43,0.87
横山典,京都ダート1800m,6,1,5,32,1.38,0.69,10.1,11.15,2.52,2.14
横山典,京都ダート1900m,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
横山典,京都芝1200m,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
横山典,京都芝1400m,1,1,1,13,0.28,0.53,4.5,0.0,2.83,1.19
横山典,京都芝1600m,3,0,3,30,0.41,0.34,4.97,2.05,2.07,0.88
横山典,京都芝1800m,2,1,2,14,0.75,0.61,7.15,4.15,2.3,1.33
横山典,京都芝2000m,1,2,4,22,0.46,0.63,13.2,0.0,2.6,1.82
横山典,京都芝2200m,0,1,1,6,0.0,0.84,0.0,0.0,3.35,0.05
横山典,京都芝2400m,0,0,1,1,0.0,1.05,0.0,0.0,2.1,0.0
横山典,京都芝3000m,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
横山典,京都芝3200m,0,0,1,3,0.0,0.72,0.0,0.0,2.9,0.0
横山典,小倉ダート1000m,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
横山典,小倉ダート1700m,0,1,3,12,0.0,0.61,0.0,0.0,2.42,0.84
横山典,小倉芝1200m,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
